seqname,source,feature,start,end,score,strand,frame,CCDS,basic,ccds_id,cds_end_NF,cds_start_NF,exon_id,exon_number,exon_version,gene_biotype,gene_id,gene_name,gene_source,gene_version,mRNA_end_NF,mRNA_start_NF,protein_id,protein_version,seleno,transcript_biotype,transcript_id,transcript_name,transcript_source,transcript_support_level,transcript_version
1,havana,exon,112700,112804,.,-,.,,,,,,ENSE00001957285,2,1,lincRNA,ENSG00000238009,AL627309.1,ensembl_havana,6,,,,,,lincRNA,ENST00000471248,AL627309.1-203,havana,5,1
1,havana,exon,110953,111357,.,-,.,,,,,,ENSE00001879696,3,1,lincRNA,ENSG00000238009,AL627309.1,ensembl_havana,6,,,,,,lincRNA,ENST00000471248,AL627309.1-203,havana,5,1
1,ensembl,transcript,120725,133723,.,-,.,,1,,,,,,,lincRNA,ENSG00000238009,AL627309.1,ensembl_havana,6,,,,,,lincRNA,ENST00000610542,AL627309.1-205,ensembl,5,1
1,ensembl,exon,133374,133723,.,-,.,,1,,,,ENSE00003748456,1,1,lincRNA,ENSG00000238009,AL627309.1,ensembl_havana,6,,,,,,lincRNA,ENST00000610542,AL627309.1-205,ensembl,5,1
1,ensembl,exon,129055,129223,.,-,.,,1,,,,ENSE00003734824,2,1,lincRNA,ENSG00000238009,AL627309.1,ensembl_havana,6,,,,,,lincRNA,ENST00000610542,AL627309.1-205,ensembl,5,1
1,ensembl,exon,120874,120932,.,-,.,,1,,,,ENSE00003740919,3,1,lincRNA,ENSG00000238009,AL627309.1,ensembl_havana,6,,,,,,lincRNA,ENST00000610542,AL627309.1-205,ensembl,5,1
1,ensembl,exon,120725,120869,.,-,.,,1,,,,ENSE00003749543,4,1,lincRNA,ENSG00000238009,AL627309.1,ensembl_havana,6,,,,,,lincRNA,ENST00000610542,AL627309.1-205,ensembl,5,1
1,havana,transcript,129081,133566,.,-,.,,,,,,,,,lincRNA,ENSG00000238009,AL627309.1,ensembl_havana,6,,,,,,lincRNA,ENST00000453576,AL627309.1-204,havana,2,2
1,havana,exon,133374,133566,.,-,.,,,,,,ENSE00001737600,1,2,lincRNA,ENSG00000238009,AL627309.1,ensembl_havana,6,,,,,,lincRNA,ENST00000453576,AL627309.1-204,havana,2,2
1,havana,exon,129081,129223,.,-,.,,,,,,ENSE00001827073,2,1,lincRNA,ENSG00000238009,AL627309.1,ensembl_havana,6,,,,,,lincRNA,ENST00000453576,AL627309.1-204,havana,2,2
1,havana,gene,89551,91105,.,-,.,,,,,,,,,lincRNA,ENSG00000239945,AL627309.3,havana,1,,,,,,,,,,,
1,havana,transcript,89551,91105,.,-,.,,1,,,,,,,lincRNA,ENSG00000239945,AL627309.3,havana,1,,,,,,lincRNA,ENST00000495576,AL627309.3-201,havana,5,1
1,havana,exon,90287,91105,.,-,.,,1,,,,ENSE00001907785,1,1,lincRNA,ENSG00000239945,AL627309.3,havana,1,,,,,,lincRNA,ENST00000495576,AL627309.3-201,havana,5,1
1,havana,exon,89551,90050,.,-,.,,1,,,,ENSE00001927725,2,1,lincRNA,ENSG00000239945,AL627309.3,havana,1,,,,,,lincRNA,ENST00000495576,AL627309.3-201,havana,5,1
1,havana,gene,131025,134836,.,+,.,,,,,,,,,processed_pseudogene,ENSG00000233750,CICP27,havana,3,,,,,,,,,,,
1,havana,transcript,131025,134836,.,+,.,,1,,,,,,,processed_pseudogene,ENSG00000233750,CICP27,havana,3,,,,,,processed_pseudogene,ENST00000442987,CICP27-201,havana,NA,3
1,havana,exon,131025,134836,.,+,.,,1,,,,ENSE00001625118,1,3,processed_pseudogene,ENSG00000233750,CICP27,havana,3,,,,,,processed_pseudogene,ENST00000442987,CICP27-201,havana,NA,3
1,havana,gene,135141,135895,.,-,.,,,,,,,,,processed_pseudogene,ENSG00000268903,AL627309.6,havana,1,,,,,,,,,,,
1,havana,transcript,135141,135895,.,-,.,,1,,,,,,,processed_pseudogene,ENSG00000268903,AL627309.6,havana,1,,,,,,processed_pseudogene,ENST00000494149,AL627309.6-201,havana,NA,2
1,havana,exon,135141,135895,.,-,.,,1,,,,ENSE00001879101,1,2,processed_pseudogene,ENSG00000268903,AL627309.6,havana,1,,,,,,processed_pseudogene,ENST00000494149,AL627309.6-201,havana,NA,2
1,havana,gene,137682,137965,.,-,.,,,,,,,,,processed_pseudogene,ENSG00000269981,AL627309.7,havana,1,,,,,,,,,,,
1,havana,transcript,137682,137965,.,-,.,,1,,,,,,,processed_pseudogene,ENSG00000269981,AL627309.7,havana,1,,,,,,processed_pseudogene,ENST00000595919,AL627309.7-201,havana,NA,1
1,havana,exon,137682,137965,.,-,.,,1,,,,ENSE00001936432,1,2,processed_pseudogene,ENSG00000269981,AL627309.7,havana,1,,,,,,processed_pseudogene,ENST00000595919,AL627309.7-201,havana,NA,1
1,havana,gene,139790,140339,.,-,.,,,,,,,,,antisense,ENSG00000239906,AL627309.2,havana,1,,,,,,,,,,,
1,havana,transcript,139790,140339,.,-,.,,1,,,,,,,antisense,ENSG00000239906,AL627309.2,havana,1,,,,,,antisense,ENST00000493797,AL627309.2-201,havana,2,1
1,havana,exon,140075,140339,.,-,.,,1,,,,ENSE00001913281,1,1,antisense,ENSG00000239906,AL627309.2,havana,1,,,,,,antisense,ENST00000493797,AL627309.2-201,havana,2,1
1,havana,exon,139790,139847,.,-,.,,1,,,,ENSE00001922992,2,1,antisense,ENSG00000239906,AL627309.2,havana,1,,,,,,antisense,ENST00000493797,AL627309.2-201,havana,2,1
1,havana,gene,141474,173862,.,-,.,,,,,,,,,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,,,,,,
1,havana,transcript,141474,149707,.,-,.,,1,,,,,,,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,antisense,ENST00000484859,AL627309.5-201,havana,5,1
1,havana,exon,146386,149707,.,-,.,,1,,,,ENSE00001860404,1,1,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,antisense,ENST00000484859,AL627309.5-201,havana,5,1
1,havana,exon,141474,143011,.,-,.,,1,,,,ENSE00001911218,2,1,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,antisense,ENST00000484859,AL627309.5-201,havana,5,1
1,havana,transcript,142808,146831,.,-,.,,,,,,,,,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,antisense,ENST00000490997,AL627309.5-202,havana,5,5
1,havana,exon,146642,146831,.,-,.,,,,,,ENSE00001868647,1,1,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,antisense,ENST00000490997,AL627309.5-202,havana,5,5
1,havana,exon,146386,146509,.,-,.,,,,,,ENSE00001853409,2,1,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,antisense,ENST00000490997,AL627309.5-202,havana,5,5
1,havana,exon,142808,143011,.,-,.,,,,,,ENSE00001838397,3,1,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,antisense,ENST00000490997,AL627309.5-202,havana,5,5
1,havana,transcript,146386,173862,.,-,.,,1,,,,,,,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,lincRNA,ENST00000466557,AL627309.5-203,havana,5,6
1,havana,exon,173753,173862,.,-,.,,1,,,,ENSE00001947154,1,2,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,lincRNA,ENST00000466557,AL627309.5-203,havana,5,6
1,havana,exon,172557,172688,.,-,.,,1,,,,ENSE00001890990,2,1,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,lincRNA,ENST00000466557,AL627309.5-203,havana,5,6
1,havana,exon,169049,169264,.,-,.,,1,,,,ENSE00001922566,3,1,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,lincRNA,ENST00000466557,AL627309.5-203,havana,5,6
1,havana,exon,168100,168165,.,-,.,,1,,,,ENSE00001947087,4,1,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,lincRNA,ENST00000466557,AL627309.5-203,havana,5,6
1,havana,exon,165884,165942,.,-,.,,1,,,,ENSE00001949945,5,1,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,lincRNA,ENST00000466557,AL627309.5-203,havana,5,6
1,havana,exon,164263,164791,.,-,.,,1,,,,ENSE00001862111,6,2,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,lincRNA,ENST00000466557,AL627309.5-203,havana,5,6
1,havana,exon,155767,155831,.,-,.,,1,,,,ENSE00001799309,7,2,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,lincRNA,ENST00000466557,AL627309.5-203,havana,5,6
1,havana,exon,146386,146509,.,-,.,,1,,,,ENSE00001853409,8,1,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,lincRNA,ENST00000466557,AL627309.5-203,havana,5,6
1,havana,transcript,165889,168767,.,-,.,,,,,,,,,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,lincRNA,ENST00000491962,AL627309.5-204,havana,5,1
